policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,line,construction,point_granularity
535105,FL,INDIAN RIVER COUNTY,151915.5,151915.5,151915.5,151915.5,151915.5,188557.52,Residential,Wood,1
993950,FL,INDIAN RIVER COUNTY,408701.7,408701.7,408701.7,408701.7,408701.7,518499.82,Residential,Masonry,1
194456,FL,INDIAN RIVER COUNTY,331344,331344,331344,331344,331344,363219.29,Residential,Wood,1
115008,FL,INDIAN RIVER COUNTY,66690,66690,66690,66690,66690,87563.97,Residential,Wood,1
379932,FL,INDIAN RIVER COUNTY,44928,44928,44928,44928,44928,41057.36,Residential,Wood,1
481087,FL,INDIAN RIVER COUNTY,13162.5,13162.5,13162.5,13162.5,13162.5,18414.44,Residential,Wood,1
275972,FL,INDIAN RIVER COUNTY,130572,130572,130572,130572,130572,150896.84,Residential,Wood,1
627326,FL,INDIAN RIVER COUNTY,0,199806.75,0,0,199806.75,236617.55,Residential,Wood,1
468001,FL,INDIAN RIVER COUNTY,0,624130.65,0,0,624130.65,679554.7,Residential,Masonry,1
319330,FL,INDIAN RIVER COUNTY,248648.4,248648.4,248648.4,248648.4,248648.4,281547.32,Residential,Wood,1
359456,FL,INDIAN RIVER COUNTY,4930110.9,4930110.9,4930110.9,4930110.9,4930110.9,6520983.74,Commercial,Reinforced Masonry,1
544336,FL,INDIAN RIVER COUNTY,1192276.8,1192276.8,1192276.8,1192276.8,1192276.8,1655595.56,Residential,Masonry,1
920074,FL,INDIAN RIVER COUNTY,0,2936869.65,0,0,2936869.65,2730936.35,Commercial,Reinforced Masonry,1
915010,FL,INDIAN RIVER COUNTY,0,10620000,0,0,10620000,9270000,Commercial,Reinforced Concrete,1
765496,FL,INDIAN RIVER COUNTY,1117759.5,1117759.5,1117759.5,1117759.5,1117759.5,970036.4,Residential,Masonry,1
545479,FL,INDIAN RIVER COUNTY,0,4417177.05,0,0,4417177.05,6529263.51,Commercial,Reinforced Masonry,1
498447,FL,INDIAN RIVER COUNTY,0,1794013.65,0,0,1794013.65,1843384.91,Residential,Masonry,1
975306,FL,INDIAN RIVER COUNTY,0,7206749.55,0,0,7206749.55,5580791.54,Commercial,Reinforced Masonry,1
269880,FL,INDIAN RIVER COUNTY,0,110617.65,0,0,110617.65,135733.39,Residential,Wood,1
983374,FL,INDIAN RIVER COUNTY,0,7393235.85,0,0,7393235.85,11790000,Commercial,Reinforced Masonry,1
271723,FL,INDIAN RIVER COUNTY,0,2308298.85,0,0,2308298.85,3645117.81,Commercial,Reinforced Masonry,1
162621,FL,INDIAN RIVER COUNTY,0,78681.92,0,0,78681.92,114588.42,Residential,Wood,1
392455,FL,INDIAN RIVER COUNTY,0,159698.15,0,0,159698.15,240250.54,Residential,Wood,1
681293,FL,INDIAN RIVER COUNTY,0,0,0,384885,384885,415301.69,Residential,Masonry,1
218310,FL,INDIAN RIVER COUNTY,0,135000,0,135000,135000,161382.38,Residential,Wood,1
222936,FL,INDIAN RIVER COUNTY,0,90000,0,90000,90000,72981,Residential,Wood,1
403829,FL,INDIAN RIVER COUNTY,0,151983.17,0,0,151983.17,164369.8,Residential,Wood,4
777403,FL,INDIAN RIVER COUNTY,0,13528.04,0,0,13528.04,19021.51,Residential,Wood,3
257741,FL,INDIAN RIVER COUNTY,0,31565.42,0,0,31565.42,29151.3,Residential,Wood,3
301273,FL,INDIAN RIVER COUNTY,0,151983.17,0,0,151983.17,167238.63,Residential,Wood,4
160469,FL,INDIAN RIVER COUNTY,0,5095561.41,0,0,5095561.41,4816874.96,Commercial,Reinforced Masonry,3
658630,FL,INDIAN RIVER COUNTY,0,180373.86,0,0,180373.86,280445.27,Residential,Wood,4
504461,FL,INDIAN RIVER COUNTY,0,90186.93,0,0,90186.93,117585.72,Residential,Wood,4
231218,FL,INDIAN RIVER COUNTY,0,320163.59,0,0,320163.59,369340.72,Residential,Wood,3
697320,FL,INDIAN RIVER COUNTY,0,634741.01,0,0,634741.01,849664.31,Residential,Masonry,3
267775,FL,INDIAN RIVER COUNTY,0,554649.6,0,0,554649.6,675820.58,Residential,Masonry,3
861076,FL,INDIAN RIVER COUNTY,0,366609.86,0,0,366609.86,519761.13,Residential,Masonry,3
306883,FL,INDIAN RIVER COUNTY,2634851.7,0,2634851.7,2634851.7,2634851.7,3400824.17,Commercial,Reinforced Masonry,1
926773,FL,INDIAN RIVER COUNTY,3091541.4,3091541.4,0,0,3091541.4,4904041.02,Commercial,Reinforced Masonry,1
468853,FL,INDIAN RIVER COUNTY,0,21508.36,0,0,21508.36,26068.46,Residential,Wood,1
730052,FL,INDIAN RIVER COUNTY,0,201339.27,0,0,201339.27,224694.63,Residential,Wood,3
221751,FL,INDIAN RIVER COUNTY,0,382291.33,0,0,382291.33,378009.66,Residential,Masonry,3
469314,FL,INDIAN RIVER COUNTY,637065,637065,637065,637065,637065,540638.84,Residential,Masonry,3
590086,FL,INDIAN RIVER COUNTY,685743.3,685743.3,685743.3,685743.3,685743.3,1221171.67,Residential,Masonry,3
616780,FL,INDIAN RIVER COUNTY,0,781727.76,0,0,781727.76,1072499.22,Residential,Masonry,3
413228,FL,INDIAN RIVER COUNTY,156816,156816,156816,156816,156816,154256.76,Residential,Wood,3
314211,FL,INDIAN RIVER COUNTY,108137.7,108137.7,108137.7,108137.7,108137.7,88110.6,Residential,Wood,3
581917,FL,INDIAN RIVER COUNTY,59697,59697,59697,59697,59697,78213.34,Residential,Wood,3
688857,FL,INDIAN RIVER COUNTY,0,135417.15,0,0,135417.15,159634.48,Residential,Wood,3
395663,FL,INDIAN RIVER COUNTY,0,274918.05,0,0,274918.05,407739.21,Residential,Wood,1
555518,FL,INDIAN RIVER COUNTY,32670,32670,32670,32670,32670,52596.09,Residential,Wood,1
236888,FL,INDIAN RIVER COUNTY,0,1470313.35,0,0,1470313.35,1445516.52,Residential,Masonry,1
511926,FL,INDIAN RIVER COUNTY,117612,117612,117612,117612,117612,133171.13,Residential,Wood,1
304566,FL,INDIAN RIVER COUNTY,2348141.4,2348141.4,2348141.4,2348141.4,2348141.4,2826500.07,Commercial,Reinforced Masonry,1
509037,FL,INDIAN RIVER COUNTY,7174688.4,7174688.4,7174688.4,7174688.4,7174688.4,8153688.98,Commercial,Reinforced Masonry,1
424883,FL,INDIAN RIVER COUNTY,577902.6,577902.6,577902.6,577902.6,577902.6,795442.48,Residential,Masonry,1
713191,FL,INDIAN RIVER COUNTY,422512.2,422512.2,422512.2,422512.2,422512.2,527928.99,Residential,Masonry,1
130728,FL,INDIAN RIVER COUNTY,1343093.4,1343093.4,1343093.4,1343093.4,1343093.4,953596.31,Residential,Masonry,1
116534,FL,INDIAN RIVER COUNTY,705850.2,705850.2,705850.2,705850.2,705850.2,928469.71,Residential,Masonry,1
818088,FL,INDIAN RIVER COUNTY,0,866571.75,0,0,866571.75,974664.44,Residential,Masonry,1
327337,FL,INDIAN RIVER COUNTY,0,2578479.75,0,0,2578479.75,2105287.46,Commercial,Reinforced Masonry,1
380623,FL,INDIAN RIVER COUNTY,0,100460.25,0,0,100460.25,145612.21,Residential,Wood,1
254139,FL,INDIAN RIVER COUNTY,119394,119394,119394,119394,119394,174506.27,Residential,Wood,1
899066,FL,INDIAN RIVER COUNTY,0,117000,0,117000,117000,112676.85,Residential,Wood,1
814472,FL,INDIAN RIVER COUNTY,0,99000,0,99000,99000,97297.2,Residential,Wood,1
612587,FL,INDIAN RIVER COUNTY,0,544500,0,544500,544500,443145.68,Residential,Masonry,1
894862,FL,INDIAN RIVER COUNTY,0,827.61,0,0,827.61,1051.48,Residential,Wood,4
789233,FL,INDIAN RIVER COUNTY,0,296801.18,0,0,296801.18,248377.18,Residential,Wood,4
259242,FL,INDIAN RIVER COUNTY,0,3622220.04,0,0,3622220.04,3872095.26,Commercial,Reinforced Masonry,4
370235,FL,INDIAN RIVER COUNTY,0,27347.3,0,0,27347.3,23819.56,Residential,Wood,4
848582,FL,INDIAN RIVER COUNTY,0,129473.81,0,0,129473.81,133279.3,Residential,Wood,4
490143,FL,INDIAN RIVER COUNTY,0,345325.75,0,0,345325.75,390981.26,Residential,Wood,4
604806,FL,INDIAN RIVER COUNTY,0,63717.06,0,0,63717.06,72355.51,Residential,Wood,1
764776,FL,INDIAN RIVER COUNTY,0,5266169.41,0,0,5266169.41,7755171.72,Commercial,Reinforced Masonry,4
146460,FL,INDIAN RIVER COUNTY,0,2885646.62,0,0,2885646.62,3736681.52,Commercial,Reinforced Masonry,4
381247,FL,INDIAN RIVER COUNTY,0,1072959.84,0,0,1072959.84,1140844.94,Residential,Masonry,4
901971,FL,INDIAN RIVER COUNTY,0,253588.5,0,0,253588.5,206410.9,Residential,Wood,4
300674,FL,INDIAN RIVER COUNTY,0,251640,0,0,251640,192142.24,Residential,Wood,4
576173,FL,INDIAN RIVER COUNTY,0,224550,0,0,224550,281073.73,Residential,Wood,4
804996,FL,INDIAN RIVER COUNTY,0,540000,0,0,540000,835251.48,Residential,Masonry,4
191625,FL,INDIAN RIVER COUNTY,0,1061281.96,0,0,1061281.96,1111798.98,Residential,Masonry,1
981200,FL,INDIAN RIVER COUNTY,0,578009.92,0,0,578009.92,748164.49,Residential,Masonry,4
400783,FL,INDIAN RIVER COUNTY,0,511305.27,0,0,511305.27,846966.95,Residential,Masonry,4
193794,FL,INDIAN RIVER COUNTY,0,511305.27,0,0,511305.27,522991.66,Residential,Masonry,4
371504,FL,INDIAN RIVER COUNTY,0,570136.32,0,0,570136.32,448181.88,Residential,Masonry,1
682398,FL,INDIAN RIVER COUNTY,0,346529.96,0,0,346529.96,323243.15,Residential,Wood,1
750340,FL,INDIAN RIVER COUNTY,0,83250,0,0,83250,78308.61,Residential,Wood,4
429504,FL,INDIAN RIVER COUNTY,0,17037.28,0,0,17037.28,26910.38,Residential,Wood,4
468776,FL,INDIAN RIVER COUNTY,0,28737.28,0,0,28737.28,43368,Residential,Wood,4
686457,FL,INDIAN RIVER COUNTY,0,36942.06,0,0,36942.06,43536.51,Residential,Wood,1
819831,FL,INDIAN RIVER COUNTY,0,45000,0,0,45000,54507.6,Residential,Wood,1
721630,FL,INDIAN RIVER COUNTY,0,21537.28,0,0,21537.28,29152.86,Residential,Wood,4
690018,FL,INDIAN RIVER COUNTY,0,22444.59,0,0,22444.59,28280.19,Residential,Wood,1
801530,FL,INDIAN RIVER COUNTY,0,9000,0,0,9000,8605.33,Residential,Wood,1
766782,FL,INDIAN RIVER COUNTY,0,9000,0,0,9000,14304.28,Residential,Wood,1
650456,FL,INDIAN RIVER COUNTY,0,4550251.86,0,0,4550251.86,4761838.57,Commercial,Reinforced Masonry,1
123158,FL,INDIAN RIVER COUNTY,0,270000.72,0,0,270000.72,359001.06,Residential,Wood,1
948613,FL,INDIAN RIVER COUNTY,0,7604387.73,0,0,7604387.73,9090000,Commercial,Reinforced Masonry,1
640617,FL,INDIAN RIVER COUNTY,0,3037856.31,0,0,3037856.31,2868346.97,Commercial,Reinforced Masonry,1
397664,FL,INDIAN RIVER COUNTY,0,214644.01,0,0,214644.01,193523.04,Residential,Wood,4
319860,FL,INDIAN RIVER COUNTY,0,1403339.85,0,0,1403339.85,2558420.46,Residential,Masonry,1
742870,FL,INDIAN RIVER COUNTY,1310067,1310067,1310067,1310067,1310067,1963423.61,Residential,Masonry,1
587381,FL,INDIAN RIVER COUNTY,145368,145368,145368,145368,145368,228225.43,Residential,Wood,1
806629,FL,INDIAN RIVER COUNTY,4050931.5,4050931.5,4050931.5,4050931.5,4050931.5,4410006.07,Commercial,Reinforced Masonry,1
425643,FL,INDIAN RIVER COUNTY,448232.4,448232.4,448232.4,448232.4,448232.4,458568.64,Residential,Masonry,1
713421,FL,INDIAN RIVER COUNTY,0,429120.45,0,0,429120.45,624994.62,Residential,Masonry,1
361376,FL,INDIAN RIVER COUNTY,0,913943.25,0,0,913943.25,728844.15,Residential,Masonry,1
531563,FL,INDIAN RIVER COUNTY,0,229833.45,0,0,229833.45,172241.78,Residential,Wood,1
811817,FL,INDIAN RIVER COUNTY,0,9990000,0,0,9990000,10800000,Commercial,Reinforced Concrete,1
123251,FL,INDIAN RIVER COUNTY,0,7788174.3,0,7788174.3,7788174.3,8179140.65,Commercial,Reinforced Masonry,4
225564,FL,INDIAN RIVER COUNTY,34650000,34650000,34650000,34650000,34650000,50580000,Commercial,Reinforced Concrete,1
577391,FL,INDIAN RIVER COUNTY,0,54554.94,0,0,54554.94,43877.88,Residential,Wood,4
106770,FL,INDIAN RIVER COUNTY,0,2522340,0,2522340,2522340,3911059.69,Commercial,Reinforced Masonry,1
563345,FL,INDIAN RIVER COUNTY,0,68737.5,0,68737.5,68737.5,86779.1,Residential,Wood,1
663354,FL,INDIAN RIVER COUNTY,0,33390,0,33390,33390,41135.01,Residential,Wood,1
484935,FL,INDIAN RIVER COUNTY,0,2418459.3,0,2418459.3,2418459.3,2343559.62,Commercial,Reinforced Masonry,1
167553,FL,INDIAN RIVER COUNTY,0,1547436.15,0,0,1547436.15,1525153.07,Residential,Masonry,1
892285,FL,INDIAN RIVER COUNTY,0,24011.1,0,24011.1,24011.1,26744.52,Residential,Wood,1
288443,FL,INDIAN RIVER COUNTY,0,5283360,0,5283360,5283360,6941067.03,Commercial,Reinforced Masonry,1
731228,FL,INDIAN RIVER COUNTY,0,810876.31,0,0,810876.31,1084709.24,Residential,Masonry,1
248253,FL,INDIAN RIVER COUNTY,153691.2,153691.2,0,0,153691.2,156550.62,Residential,Wood,1
686868,FL,INDIAN RIVER COUNTY,350196.3,350196.3,0,0,350196.3,416302.86,Residential,Wood,3
851174,FL,INDIAN RIVER COUNTY,0,20520000,0,0,20520000,22770000,Commercial,Reinforced Concrete,1
782364,FL,INDIAN RIVER COUNTY,0,17370000,0,0,17370000,18900000,Commercial,Reinforced Concrete,1
582491,FL,INDIAN RIVER COUNTY,0,4040912.12,0,0,4040912.12,6509036.58,Commercial,Reinforced Masonry,1
142818,FL,INDIAN RIVER COUNTY,0,3123218.25,0,0,3123218.25,4448068.69,Commercial,Reinforced Masonry,1
235449,FL,INDIAN RIVER COUNTY,0,208587.6,0,208587.6,208587.6,229216.91,Residential,Wood,1
476036,FL,INDIAN RIVER COUNTY,0,270171,0,270171,270171,425428.55,Residential,Wood,1
679714,FL,INDIAN RIVER COUNTY,0,1125000,0,1125000,1125000,1048909.5,Residential,Masonry,1
903307,FL,INDIAN RIVER COUNTY,0,2520453.6,0,2520453.6,2520453.6,3654546.82,Commercial,Reinforced Masonry,1
657669,FL,INDIAN RIVER COUNTY,0,986554.8,0,986554.8,986554.8,1109430.2,Residential,Masonry,1
779912,FL,INDIAN RIVER COUNTY,0,45000,0,45000,45000,33849.45,Residential,Wood,1
156475,FL,INDIAN RIVER COUNTY,0,173340,0,173340,173340,276149.34,Residential,Wood,1
318614,FL,INDIAN RIVER COUNTY,0,173340,0,173340,173340,181140.3,Residential,Wood,1
401376,FL,INDIAN RIVER COUNTY,0,173340,0,173340,173340,268115.73,Residential,Wood,1
593494,FL,INDIAN RIVER COUNTY,0,186840,0,186840,186840,165499.14,Residential,Wood,1
503931,FL,INDIAN RIVER COUNTY,0,186840,0,186840,186840,182370.79,Residential,Wood,1
176567,FL,INDIAN RIVER COUNTY,0,186840,0,186840,186840,337477.88,Residential,Wood,1
518615,FL,INDIAN RIVER COUNTY,0,186840,0,186840,186840,224232.66,Residential,Wood,1
762466,FL,INDIAN RIVER COUNTY,0,186840,0,186840,186840,210091.86,Residential,Wood,1
954977,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,312419.64,Residential,Wood,1
620835,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,154428.46,Residential,Wood,1
248590,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,178409.85,Residential,Wood,1
248808,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,207852.83,Residential,Wood,1
108931,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,232816.55,Residential,Wood,1
291662,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,313506.55,Residential,Wood,1
226898,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,330421.25,Residential,Wood,1
214350,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,193842.43,Residential,Wood,1
165115,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,297974.48,Residential,Wood,1
296719,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,203178.52,Residential,Wood,1
573465,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,312382.03,Residential,Wood,1
309577,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,197293.92,Residential,Wood,1
833722,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,215977.05,Residential,Wood,1
122097,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,260712.59,Residential,Wood,1
428979,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,264278.25,Residential,Wood,1
699587,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,159570.43,Residential,Wood,1
478500,FL,INDIAN RIVER COUNTY,0,195840,0,195840,195840,251483.82,Residential,Wood,1
164436,FL,INDIAN RIVER COUNTY,0,209340,0,209340,209340,301030.08,Residential,Wood,1
810954,FL,INDIAN RIVER COUNTY,0,209340,0,209340,209340,250451.03,Residential,Wood,1
180491,FL,INDIAN RIVER COUNTY,0,7222500,0,7222500,7222500,7937599.73,Commercial,Reinforced Masonry,1
404433,FL,INDIAN RIVER COUNTY,0,382291.33,0,0,382291.33,499168.49,Residential,Masonry,4
538112,FL,INDIAN RIVER COUNTY,0,14940000,0,0,14940000,17370000,Commercial,Reinforced Concrete,1
527347,FL,INDIAN RIVER COUNTY,0,2881949.38,0,0,2881949.38,4901838.53,Commercial,Reinforced Masonry,4
450583,FL,INDIAN RIVER COUNTY,0,23220000,0,0,23220000,29610000,Commercial,Reinforced Concrete,1
391584,FL,INDIAN RIVER COUNTY,0,0,0,874800,874800,760376.16,Residential,Masonry,3
511424,FL,INDIAN RIVER COUNTY,0,157192.2,0,157192.2,157192.2,253328.43,Residential,Wood,4
295901,FL,INDIAN RIVER COUNTY,0,18493.2,0,18493.2,18493.2,25689.83,Residential,Wood,4
544887,FL,INDIAN RIVER COUNTY,0,39760.38,0,0,39760.38,66803.16,Residential,Wood,4
335282,FL,INDIAN RIVER COUNTY,0,96497.25,0,0,96497.25,130621.28,Residential,Wood,4
391083,FL,INDIAN RIVER COUNTY,0,84290.35,0,0,84290.35,80176.98,Residential,Wood,4
523986,FL,INDIAN RIVER COUNTY,0,59828.29,0,0,59828.29,66152.44,Residential,Wood,4
238554,FL,INDIAN RIVER COUNTY,0,1082024.66,0,0,1082024.66,1888371.07,Residential,Masonry,1
822166,FL,INDIAN RIVER COUNTY,0,202118.31,0,0,202118.31,241559.07,Residential,Wood,1
243249,FL,INDIAN RIVER COUNTY,0,1069302.58,0,0,1069302.58,982047.49,Residential,Masonry,1
965308,FL,INDIAN RIVER COUNTY,0,11430000,0,11430000,11430000,11700000,Commercial,Reinforced Concrete,1
229365,FL,INDIAN RIVER COUNTY,0,5777460,0,5777460,5777460,7140940.56,Commercial,Reinforced Masonry,3
729026,FL,INDIAN RIVER COUNTY,0,1057500,0,1057500,1057500,1013004.63,Residential,Masonry,1
344994,FL,INDIAN RIVER COUNTY,0,475713.9,0,475713.9,475713.9,423216.02,Residential,Masonry,1
969088,FL,INDIAN RIVER COUNTY,0,475713.9,0,475713.9,475713.9,511966.15,Residential,Masonry,1
349697,FL,INDIAN RIVER COUNTY,0,475713.9,0,475713.9,475713.9,488310.8,Residential,Masonry,1
881585,FL,INDIAN RIVER COUNTY,0,475713.9,0,475713.9,475713.9,452879.63,Residential,Masonry,1
264764,FL,INDIAN RIVER COUNTY,0,475713.9,0,475713.9,475713.9,591657.27,Residential,Masonry,1
991730,FL,INDIAN RIVER COUNTY,0,475713.9,0,475713.9,475713.9,786297.99,Residential,Masonry,1
865607,FL,INDIAN RIVER COUNTY,0,475713.9,0,475713.9,475713.9,562919.87,Residential,Masonry,1
803563,FL,INDIAN RIVER COUNTY,0,475713.9,0,475713.9,475713.9,660024.49,Residential,Masonry,1
724111,FL,INDIAN RIVER COUNTY,0,475713.9,0,475713.9,475713.9,394136.58,Residential,Masonry,1
291426,FL,INDIAN RIVER COUNTY,0,475713.9,0,475713.9,475713.9,633513.91,Residential,Masonry,1
675574,FL,INDIAN RIVER COUNTY,460320.3,460320.3,460320.3,460320.3,460320.3,497643.07,Residential,Masonry,1
190121,FL,INDIAN RIVER COUNTY,2034747,2034747,2034747,2034747,2034747,3081408.65,Commercial,Reinforced Masonry,1
783970,FL,INDIAN RIVER COUNTY,65340,65340,65340,65340,65340,61393.46,Residential,Wood,1
144519,FL,INDIAN RIVER COUNTY,211374.9,211374.9,211374.9,211374.9,211374.9,182010.7,Residential,Wood,1
651867,FL,INDIAN RIVER COUNTY,0,313141.95,0,0,313141.95,495828.96,Residential,Wood,1
748979,FL,INDIAN RIVER COUNTY,4247.1,4247.1,4247.1,4247.1,4247.1,4350.02,Residential,Wood,1
159090,FL,INDIAN RIVER COUNTY,995128.2,995128.2,995128.2,995128.2,995128.2,1564819.19,Residential,Masonry,1
229472,FL,INDIAN RIVER COUNTY,5599786.5,5599786.5,5599786.5,5599786.5,5599786.5,5709497.52,Commercial,Reinforced Masonry,1
867733,FL,INDIAN RIVER COUNTY,546895.8,546895.8,546895.8,546895.8,546895.8,701568.87,Residential,Masonry,1
269254,FL,INDIAN RIVER COUNTY,124740,124740,124740,124740,124740,163347.03,Residential,Wood,1
354749,FL,INDIAN RIVER COUNTY,1990850.4,1990850.4,1990850.4,1990850.4,1990850.4,2405337.49,Commercial,Reinforced Masonry,3
519213,FL,INDIAN RIVER COUNTY,5086540.8,5086540.8,5086540.8,5086540.8,5086540.8,6927258.19,Commercial,Reinforced Masonry,3
958452,FL,INDIAN RIVER COUNTY,590376.6,590376.6,590376.6,590376.6,590376.6,746472.17,Residential,Masonry,3
266561,FL,INDIAN RIVER COUNTY,1315472.4,1315472.4,1315472.4,1315472.4,1315472.4,1340866.28,Residential,Masonry,3
396298,FL,INDIAN RIVER COUNTY,547074,547074,547074,547074,547074,843719.41,Residential,Masonry,3
497384,FL,INDIAN RIVER COUNTY,443896.2,443896.2,443896.2,443896.2,443896.2,654569.34,Residential,Masonry,3
112584,FL,INDIAN RIVER COUNTY,455122.8,455122.8,455122.8,455122.8,455122.8,340795.95,Residential,Masonry,3
172050,FL,INDIAN RIVER COUNTY,35640,35640,35640,35640,35640,47861.67,Residential,Wood,3
423163,FL,INDIAN RIVER COUNTY,5360820.3,5360820.3,5360820.3,5360820.3,5360820.3,4885851.62,Commercial,Reinforced Masonry,1
815417,FL,INDIAN RIVER COUNTY,239144.4,239144.4,239144.4,239144.4,239144.4,290774.48,Residential,Wood,1
627598,FL,INDIAN RIVER COUNTY,24502.5,24502.5,24502.5,24502.5,24502.5,37400.62,Residential,Wood,1
441976,FL,INDIAN RIVER COUNTY,0,974382.75,0,0,974382.75,1592287.57,Residential,Masonry,1
881600,FL,INDIAN RIVER COUNTY,0,42307.65,0,0,42307.65,57847.25,Residential,Wood,1
584318,FL,INDIAN RIVER COUNTY,152568.9,152568.9,152568.9,152568.9,152568.9,132046.55,Residential,Wood,1
453414,FL,INDIAN RIVER COUNTY,3402313.2,3402313.2,3402313.2,3402313.2,3402313.2,3113371.75,Commercial,Reinforced Masonry,4
632433,FL,INDIAN RIVER COUNTY,1802314.8,1802314.8,1802314.8,1802314.8,1802314.8,2023458.83,Commercial,Reinforced Masonry,4
647762,FL,INDIAN RIVER COUNTY,0,778956.75,0,0,778956.75,837146.38,Residential,Masonry,4
921529,FL,INDIAN RIVER COUNTY,1989959.4,1989959.4,1989959.4,1989959.4,1989959.4,2320181.22,Commercial,Reinforced Masonry,4
546978,FL,INDIAN RIVER COUNTY,5451732,5451732,5451732,5451732,5451732,3773470.82,Commercial,Reinforced Masonry,4
799942,FL,INDIAN RIVER COUNTY,0,1614863.25,0,0,1614863.25,2235216.2,Residential,Masonry,4
437589,FL,INDIAN RIVER COUNTY,2413125,2413125,2413125,2413125,2413125,3223925.35,Commercial,Reinforced Masonry,4
818538,FL,INDIAN RIVER COUNTY,77220,77220,77220,77220,77220,62962.1,Residential,Wood,4
735876,FL,INDIAN RIVER COUNTY,193050,193050,193050,193050,193050,280326.75,Residential,Wood,4
830498,FL,INDIAN RIVER COUNTY,4924200.6,4924200.6,4924200.6,4924200.6,4924200.6,5494078.34,Commercial,Reinforced Masonry,1
229208,FL,INDIAN RIVER COUNTY,4875908.4,4875908.4,4875908.4,4875908.4,4875908.4,3988190.76,Commercial,Reinforced Masonry,1
760674,FL,INDIAN RIVER COUNTY,3706808.4,3706808.4,3706808.4,3706808.4,3706808.4,4510444.46,Commercial,Reinforced Masonry,1
149815,FL,INDIAN RIVER COUNTY,0,877352.85,0,0,877352.85,1365520.75,Residential,Masonry,3
719247,FL,INDIAN RIVER COUNTY,0,311835.15,0,0,311835.15,534329.53,Residential,Wood,3
980631,FL,INDIAN RIVER COUNTY,0,446762.25,0,0,446762.25,526335.97,Residential,Masonry,3
878684,FL,INDIAN RIVER COUNTY,138105,138105,138105,138105,138105,119400.06,Residential,Wood,3
830706,FL,INDIAN RIVER COUNTY,0,39367.35,0,0,39367.35,48568.84,Residential,Wood,3
106924,FL,INDIAN RIVER COUNTY,0,630000,0,630000,630000,961382.52,Residential,Masonry,1
858146,FL,INDIAN RIVER COUNTY,211500,211500,211500,211500,211500,213192,Residential,Wood,4
592507,FL,INDIAN RIVER COUNTY,1371217.5,1371217.5,1371217.5,1371217.5,1371217.5,1391023.37,Residential,Masonry,3
599453,FL,INDIAN RIVER COUNTY,1243800,1243800,1243800,1243800,1243800,1338234.27,Residential,Masonry,1
256383,FL,INDIAN RIVER COUNTY,0,130496.19,0,0,130496.19,125049.67,Residential,Wood,1
599809,FL,INDIAN RIVER COUNTY,971932.5,971932.5,971932.5,971932.5,971932.5,1549921.32,Residential,Masonry,1
391758,FL,INDIAN RIVER COUNTY,0,175274.55,0,0,175274.55,246246.72,Residential,Wood,1
786627,FL,INDIAN RIVER COUNTY,104217.3,104217.3,104217.3,104217.3,104217.3,169000.86,Residential,Wood,1
182243,FL,INDIAN RIVER COUNTY,277041.6,277041.6,277041.6,277041.6,277041.6,409948.15,Residential,Wood,1
897658,FL,INDIAN RIVER COUNTY,0,167760.45,0,0,167760.45,169966.16,Residential,Wood,1
827521,FL,INDIAN RIVER COUNTY,0,33667.92,0,0,33667.92,54087.51,Residential,Wood,4
871868,FL,INDIAN RIVER COUNTY,0,189101.47,0,0,189101.47,280366.38,Residential,Wood,4
143195,FL,INDIAN RIVER COUNTY,0,403902.78,0,0,403902.78,343317.36,Residential,Masonry,4
160852,FL,INDIAN RIVER COUNTY,0,406259.54,0,0,406259.54,466265.69,Residential,Masonry,4
296968,FL,INDIAN RIVER COUNTY,0,271251.19,0,0,271251.19,222027.78,Residential,Wood,4
655123,FL,INDIAN RIVER COUNTY,0,286177.3,0,0,286177.3,305414.13,Residential,Wood,4
976610,FL,INDIAN RIVER COUNTY,0,270241.15,0,0,270241.15,405364.97,Residential,Wood,4
232874,FL,INDIAN RIVER COUNTY,0,39279.24,0,0,39279.24,56863.77,Residential,Wood,3
357238,FL,INDIAN RIVER COUNTY,473477.4,473477.4,473477.4,473477.4,473477.4,526463.78,Residential,Masonry,4
714213,FL,INDIAN RIVER COUNTY,439441.2,439441.2,439441.2,439441.2,439441.2,408581.44,Residential,Masonry,4
541920,FL,INDIAN RIVER COUNTY,71280,71280,71280,71280,71280,92336.11,Residential,Wood,4
